,Company Name,Job Title,Job Details
80,HDYUAI,Software Development Intern,"About the job
Company Description
 
At How Do You Use AI (HDYUAI), we're building a global community of AI explorers, creators, and doers. Our platform helps individuals and businesses share real-world AI use cases, request automation help, and discover how others are using AI to solve real problems. We're not just about AI tools - we focus on how people actually use them to inspire others. Join our growing community of over 5,000 members and help us simplify AI together.

 Role Description
 
This is a remote internship role for a Software Development Intern. The intern will be responsible for assisting with back-end web development, software development, and programming tasks. Day-to-day tasks include writing and testing code, debugging, and participating in project meetings. The intern will have the opportunity to work closely with experienced developers, gain hands-on experience, and contribute to real-world projects.

STIPEND: 15K
NOTE: GO THROUGH THE WEBSITE ONCE BEFORE APPLYING 

 Qualifications
 
Knowledge in Computer Science and Software Development
Experience with Back-End Web Development and Programming
Proficiency in Object-Oriented Programming (OOP) paradigms
Strong problem-solving and analytical skills
Ability to work independently and collaboratively in a remote setting
Pursuing or completed a degree in Computer Science, Software Engineering, or a related field
Experience with AI and machine learning is a plus"
81,Hirebridg Connect,HTML CSS Developer Intern,"About the job
Company: Hirebridg Connect Location: Remote Duration: 1–3 Months Stipend (Top Performers): ₹10,000–₹15,000 Perks: Certificate | Letter of Recommendation | Hands-on Training
About Hirebridg Connect
Hirebridg Connect empowers emerging professionals through immersive, project-based internships that simulate real industry challenges. Our HTML/CSS Developer Internship is designed to help candidates master the fundamentals of front-end development while contributing to real-world web design and layout projects.
Role Overview
As an HTML/CSS Developer Intern, you will focus on building responsive, accessible, and visually appealing web pages. You’ll work closely with designers and developers to translate UI/UX designs into clean, semantic code and ensure consistency across browsers and devices.
Key Responsibilities
Develop and maintain web pages using HTML5 and CSS3
Implement responsive layouts using media queries and modern CSS techniques
Collaborate with designers to convert mockups into functional web interfaces
Ensure cross-browser compatibility and accessibility standards
Assist in integrating basic interactivity using JavaScript or libraries like jQuery
Maintain clean, well-organized code and version control using Git
Requirements
Pursuing or recently completed a degree in Web Development, Computer Science, or a related field
Strong understanding of HTML and CSS fundamentals
Familiarity with responsive design principles and CSS frameworks (e.g., Bootstrap, Tailwind)
Basic knowledge of JavaScript and DOM manipulation
Experience with design tools or platforms (e.g., Figma, Adobe XD) is a plus
Attention to detail, creativity, and good communication skills
What You’ll Gain
Hands-on experience building and styling real-world web interfaces
Internship Completion Certificate
Letter of Recommendation for top performers
Exposure to front-end development workflows and design systems
A portfolio of responsive HTML/CSS projects"
82,Quantiqo,Frontend Developer,"About the job
Job Title: Frontend Developer
Job ID: RF287
Work Mode: Remote
Experience Level: 1–4 years
Salary Range: ₹2.4 LPA – ₹6 LPA
Working Days: 5 Days a Week

About the Role
We are looking for a motivated Frontend Developer who can bring designs to life with clean, responsive, and efficient code. This role is ideal for someone who enjoys working at the intersection of design and development, contributing to both the visual and technical aspects of digital products.

Key Responsibilities
Build and maintain responsive web pages using HTML, CSS, and JavaScript.
Translate UI/UX designs from Figma into functional, user-friendly front-end code.
Design and adapt web and social media graphics using Figma, Photoshop, and Canva when needed.
Work closely with design and development teams to deliver seamless user experiences.
Ensure consistent branding and visual standards across all digital platforms.
Optimize websites for performance, accessibility, and cross-browser compatibility.

Required Skills & Qualifications
1–4 years of hands-on experience as a Frontend Developer, Web Developer, or UI Developer.
Strong proficiency in HTML, CSS, and JavaScript.
Experience with Figma, Photoshop, and Canva for design collaboration and asset creation.
Solid understanding of responsive design and basic UI/UX principles.
Ability to manage multiple tasks, meet deadlines, and adapt to a collaborative environment.
Attention to detail with a focus on delivering high-quality work.

Why Join Us
Remote-first role with a collaborative and creative team.
Opportunity to contribute to projects that combine design and development.
Exposure to diverse digital platforms, from websites to social media experiences."
83,Amazon,Software Development Engineer I,"About the job
Description

This opportunity is a 12 month Amazon Contract role. It's still Day 1 at Amazon IN Payments, and we're at the beginning of building out an entire suite of rendering technologies that can standardize the way UX components interact and their look and feel on Amazon Pay pages. PayUI is a greenfield initiative in Amazon Pay org, offering a rare opportunity to build standardized UX components that have to be reused across all Amazon Pay pages.

You will be part of a new team building a large scale tier-1 rendering platform that supports as the skeleton for all the payment pages to depend, host and render on, in Amazon Pay. This new system will be utilized by thousands of customers every day. You and a team of developers will work through all phases of the project life-cycle, including reviewing requirements, designing services that lay the foundation for the new technology platform, building from the basic blocks of the new UX components and their interfaces, developing and testing code, and delivering seamless implementations for our customers. You will help define, design, prototype, and build these experiences. To achieve this, you will collaborate closely with product managers, UX designers, Software developers and multiple client teams.

Our team is looking for a seasoned engineer to design and build customer experiences that span multiple customer use cases in Amazon Pay space. The ability to work within a creative and positive team environment are key to the role.

Key job responsibilities

Our team is looking for a seasoned engineer to design and build customer experiences that span multiple customer use cases in Amazon Pay space. The ability to work within a creative and positive team environment are key to the role.

Basic Qualifications

 1+ years of non-internship professional software development experience
 Experience programming with at least one software programming language

Preferred Qualifications

 Bachelor's degree in computer science or equivalent

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


Company - ADCI - Karnataka

Job ID: A2984375"
84,Mitt Arv,Software Engineer Intern,"About the job
Company Description
Mitt Arv offers innovative products to help create enduring legacies, such as ""Emotional Will"" and ""Asset Vault."" Asset Vault allows users to securely list and manage valuable assets and important documents with a user-friendly interface, ensuring peace of mind and easy sharing with loved ones. Emotional Will enables users to leave heartfelt messages for their loved ones through text, audio, or video, ensuring a lasting emotional connection. These products aim to redefine legacy management, blending traditional financial safeguarding with emotional expression.

Role Description
Selected intern's day-to-day responsibilities include:

1. Work closely with cross-functional teams, including designers, product managers, and QA engineers, to deliver high-quality software solutions.
2. Write efficient, reusable, and scalable code using ReactJS for web development and Flutter for cross-platform mobile app development.
3. Ensure a seamless and responsive user experience across various devices and screen sizes.
4. Design and implement server-side logic, ensuring high performance and responsiveness.
5. Develop and maintain APIs for seamless communication between the frontend and backend systems.
6. Ensure data security, integrity, and optimal performance through efficient database design and maintenance.

Internship Structure :

Internship Training Period: This lasts for 6 to 8 weeks, depending on your performance, intent, ability, and dedication. If you are unable to complete your internship 'Training Period' within 8 weeks, we will not be able to continue our association with you thereafter.

Post-Training Internship: The total internship period, including training, lasts for a minimum of 6 months. This duration is mandatory to be eligible for an FTE, PPO offer, or even an internship certificate.

Internship Timeline :
Internshala Application period: 1st to 15th September 2025
Assignment submission: 5 - 7 days from the date of receiving assignments
Interviews: 15th Sep to 23rd Sep 2025
Release of Internship offer letter (for selected candidates): 25th Sep 2025
Date of Joining - 1st October 2025"
85,Infosys,Junior Java Springboot Developer,"About the job
Primary skills:Technology->Java->Java - ALL,Technology->Middleware Administration->Middleware Administration-Others

A day in the life of an Infoscion

 As part of the Infosys Delivery team, you will work on implementing designs, developing high quality programs and systems, partnering with our clients to ensure high quality deliverables.
 You will create technical artifacts and be the first point of contact in responding to production issues and conducting any technical analysis to arrive at solutions
 You will share your learnings from projects through knowledge management initiatives and leverage knowledge from other projects to drive high efficiency and effectiveness
 You will be a key contributor to building efficient programs/systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!
 Advanced conceptual understanding of at least one Programming Language
 Advanced conceptual understanding of one database and one Operating System
 Understanding of Software Engineering with practice in at least one project
 Ability to contribute in medium to complex tasks independently
 Exposure to Design Principles and ability to understand Design Specifications independently
 Ability to run Test Cases and scenarios as per the plan
 Ability to accept and respond to production issues and coordinate with stake holders
 Good understanding of SDLC
 Analytical abilities
 Logical thinking
 Awareness of latest technologies and trends"
86,AAA Global,Data Analyst,"About the job
Key Responsibilities:
Edit and format candidate CVs
Source potential candidates based on the given requirements
Maintain and update data in Excel 
Review information carefully to make sure it is correct and complete
Help the team with daily tasks as needed
Requirements:
Basic knowledge of Microsoft Excel 
Strong attention to detail
Can work independently and complete tasks on time
Self-motivated and reliable in task execution"
87,Oracle,Java Developer,"About the job
Job Responsibilities

 JOB DESCRIPTION 

 Design, develop, and maintain enterprise-grade applications using Core Java and J2EE technologies. 
 Build scalable and maintainable web applications with the Struts framework, ensuring adherence to best practices. 
 Refactor and enhance existing applications for performance, security, and scalability. 
 Develop and manage Shell scripts to automate build, deployment, and monitoring processes. 
 Collaborate with cross-functional teams to translate business requirements into effective technical solutions. 
 Assist in the migration of legacy applications to modern Java/J2EE platforms, ensuring minimal downtime and smooth transition. 
 Participate in code reviews, enforcing coding standards and improving overall code quality. 
 Contribute to CI/CD pipelines, improving release efficiency and reducing deployment risks. 


Mandatory Skills:

 3 to 5 years of professional and relevant experience in software industry. 
 Strong expertise in Core Java, including OOPs, multithreading, collections, exception handling along with Design Patterns. 
 Hands-on experience in J2EE technologies such as Servlets, JSP, and JDBC for enterprise application development. 
 Practical knowledge of the Struts framework for building structured, reliable web applications. 
 Awareness of clean code practices and practical application of design patterns. 
 Strong understanding of XML for data representation, configuration, and integration across systems. 
 Proficiency in developing and consuming Web Services (SOAP/REST) for system integration and interoperability. 
 Expertise in relational databases, Database connectivity (JDBC) and SQL, including writing optimized queries, procedures and managing data transactions. 


Preferred Skills:

 Experience with JBoss Application Server for deployment and management of enterprise applications. 
 Proficiency in Shell scripting for automating operational workflows and supporting DevOps practices. 
 Experience with legacy application migration to modern Java/J2EE platforms, with emphasis on optimization and scalability. 
 Exposure to capital markets or investment management domains, providing domain-specific insights. 
 Familiarity with modern frameworks like Spring Framework (Spring Boot, Spring MVC), RESTful services, and JPA/Hibernate, in addition to Struts. 
 Experience re-architecting or containerizing applications using Docker/Kubernetes 
 Experience with monitoring and logging tools (e.g., ELK, Prometheus, CloudWatch) 
 Familiarity with CI/CD pipelines, version control (Git), and build tools (Maven, Gradle) 


Responsibilities

 QUALIFICATIONS 

Career Level - IC1

About Us

As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
88,Rapid7,Software Engineer I - Java,"About the job
Rapid7 is a publicly traded Cybersecurity company headquartered in Boston, MA with 17 offices around the world. We are excited to be expanding our Global footprint into India and as we build out our Product & Engineering teams, we are looking for Software Engineers. As a Software Engineer II you will take ownership of the development of new features for your team, working with cutting edge technologies and owning this process end to end. You will bring a customer centric approach with a curiosity and passion for continuous learning. You will be provided with coaching and support to help you further develop your skills to reach your full potential. This is an exciting opportunity to be one of the first hires for Rapid7 in India supporting our growth strategy in a culture that supports trying new approaches and continuous learning.

About The Team

Our Product and Engineering team works with our award-winning products to help us create a single experience to help customers assess risk, detect threats and automate their security programs at over 10,000 organizations. These teams use best-in-class technology, leading-edge research, and broad, strategic expertise to develop new products and features, and enhance existing features, in order to create value for customers across the world.

The stakes for creating a safer digital world are greater than ever. At Rapid7 we believe it’s our responsibility to show up every day and give our best for our customers and the entire security community. Our global engineering teams are at the centre of this mission and are dedicated to building a complete suite of industry-leading products which provide a cohesive platform for our customers. Our range of solutions spans vulnerability management, detection, automation, cloud security, and penetration testing; in order to build these products our teams work with an array of technologies including Java, TypeScript, Python, AWS and Go, just to name a few.

Join our engineering team to help us build and innovate great products on our Insight platform using the latest technologies to make the world a safer digital space.

About The Role

The Software Engineer I is a part of our Product and Engineering team who are at the forefront of keeping our customers safe from attacks and breaches. In this role you will be focussed on helping our customers seamlessly manage their security solutions as effectively and efficiently as possible, and ensuring our products are delivering a secure experience. You will be given the time to continue to develop your skills surrounded by a team of incredibly smart and experienced Engineers.

In This Role, You Will

Build, maintain, and release our well architected services by writing correct and clean code consistently and following best practices and conventions
Participate in the design and planning of upcoming features, our Engineers are first class stakeholders in all parts of the development process 
When required, partner with internal teams such as UX and Product Management who work deeply with our product to ensure we are understanding our customers needs 
Work towards developing a deep understand of our products in order to best support our customers 
Work with Practice specific technologies 

The Skills You’ll Bring Include 

A minimum of 1.5 years experience in software development using Java. Experience using any of the following would be advantageous:
Java Spring Boot 
Dependency Management Tools such as Maven
Security Vulnerability Scanning such as Snyk or Trivy
Testing frameworks such as JUnit 
Github Actions or Jenkins
Cloud Infrastructure such as AWS 
Excited by technology, curious and eager to learn
The attitude and ability to thrive in a high-growth, evolving environment
Collaborative team player who has the ability to partner with others and drive toward solutions
Strong creative problem solving skills
Solid communicator with excellent written and verbal communications skills both within the team and cross functionally
Passionate about delighting customers, puts the customer needs at the forefront of all decision making 
Excellent attention to detail
We know that the best ideas and solutions come from multi-dimensional teams. That’s because these teams reflect a variety of backgrounds and professional experiences. If you are excited about this role and feel your experience can make an impact, please don’t be shy - apply today.

About Rapid7

Rapid7 is creating a more secure digital future for all by helping organizations strengthen their security programs in the face of accelerating digital transformation. Our portfolio of best-in-class solutions empowers security professionals to manage risk and eliminate threats across the entire threat landscape from apps to the cloud to traditional infrastructure to the dark web. We foster open source communities and cutting-edge research–using these insights to optimize our products and arm the global security community with the latest in attacker methods. Trusted by more than 10,000 customers worldwide, our industry-leading solutions and services help businesses stay ahead of attackers, ahead of the competition, and future-ready for what’s next."
89,Amgen,Specialist Software Engineer,"About the job
Join Amgen’s Mission of Serving Patients

At Amgen, if you feel like you’re part of something bigger, it’s because you are. Our shared mission—to serve patients living with serious illnesses—drives all that we do.

Since 1980, we’ve helped pioneer the world of biotech in our fight against the world’s toughest diseases. With our focus on four therapeutic areas –Oncology, Inflammation, General Medicine, and Rare Disease– we reach millions of patients each year. As a member of the Amgen team, you’ll help make a lasting impact on the lives of patients as we research, manufacture, and deliver innovative medicines to help people live longer, fuller happier lives.

Our award-winning culture is collaborative, innovative, and science based. If you have a passion for challenges and the opportunities that lay within them, you’ll thrive as part of the Amgen team. Join us and transform the lives of patients while transforming your career.

Specialist Software Engineer

What You Will Do

Let’s do this. Let’s change the world. In this vital role you will design, develop, and maintain software applications and solutions that meet business needs and ensuring the availability and performance of critical systems and applications. This role involves working closely with product managers, designers, and other engineers to create high-quality, scalable software solutions and automating operations, monitoring system health, and responding to incidents to minimize downtime. You’ll work as part of a collaborative team and learn from experienced engineers.

You will be part of a team specifically focusing on enterprise resource management capabilities. Amgen is using fully integrated and best-in-class technologies, having various enterprise platforms such as SAP, Salesforce, Workday, Veeva, Planisware, or Anaplan; enterprise collaboration platforms such as O365, SharePoint Online and MS Teams, as well as vertical-specific platforms in R&D, Operations, Process Development and Commercial/Marketing areas.

Roles & Responsibilities:

Lead in the design, development, and implementation of software applications and modules
Take ownership of Development/configuration of user stories in collaboration with experienced engineers
Create and maintain documentation on software design and configuration
Help turn ideas into basic working code through simple prototypes and proof-of-concepts
Contribute to both front-end and back-end development tasks using various Amgen preferred platforms/tools, with mentorship
Work with the team to troubleshoot and resolve technical issues, escalating when needed
Analyze business and technical requirements and begin translating them into simple development tasks
Support the execution of unit and integration tests, and contribute to maintaining software quality
Lead others in identifying and fixing minor bugs and defects during development or testing phases
Own the maintenance and support of applications by monitoring performance and reporting issues
Lead development CI/CD pipelines as part of DevOps practices and assist in the release process

What We Expect Of You

We are all different, yet we all use our unique contributions to serve patients.

Basic Qualifications:

Doctorate degree / Master's degree / Bachelor's degree and 8 to 13 years of experience in Computer Science, Information Technology, or a related field

Must-Have Skills

Proficient experience in Agile or Scrum methodologies
Professional software development experience in Salesforce
Proficient with cloud-based platforms and system integration
Proficient version control systems like Git & Release management tools
Fluent in enterprise collaboration platforms such as O365, SharePoint Online and MS Teams
Proficiency in incorporating AI tools in daily activities as well as proactively seeking opportunities to utilize and extend AI toolsets into development work
Direct experience in managing and coaching technical staff
Direct experience in working in global teams
Mastery with at least one programming language (Python, Javascript, or similar)
Experience with vibe coding using large language models for production systems
Broad interest in various Amgen preferred platforms/tools
Eagerness to learn and grow in a software development environment
Ability to work well within a team and communicate effectively

Preferred Qualifications:

Good-to-Have Skills:

Direct experience creating MS Teams applications or extensions
Direct experience of in one or more of the enterprise platforms such as AWS, Databricks, Posit, SAP, Salesforce, Workday, Veeva, Planisware, or Anaplan
Working understanding in one or more vertical-specific platforms in R&D, Operations, Process Development and Commercial/Marketing areas
Certifications related to Agile or any software or cloud platform are advantageous

Soft Skills:

Excellent analytical and troubleshooting skills
Comfortable to work effectively with global, virtual teams
High degree of initiative and self-motivation

What You Can Expect Of Us

As we work to develop treatments that take care of others, we also work to care for your professional and personal growth and well-being. From our competitive benefits to our collaborative culture, we’ll support your journey every step of the way.

In addition to the base salary, Amgen offers competitive and comprehensive Total Rewards Plans that are aligned with local industry standards.

Apply now and make a lasting impact with the Amgen team. 

careers.amgen.com

As an organization dedicated to improving the quality of life for people around the world, Amgen fosters an inclusive environment of diverse, ethical, committed and highly accomplished people who respect each other and live the Amgen values to continue advancing science to serve patients. Together, we compete in the fight against serious disease.

Amgen is an Equal Opportunity employer and will consider all qualified applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, or any other basis protected by applicable law.

We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation."
90,Microsoft,Technical Support Engineering,"About the job
With more than 45,000 employees and partners worldwide, the Customer Experience and Success (CE&S) organization is on a mission to empower customers to accelerate business value through differentiated customer experiences that leverage Microsoft’s products and services, ignited by our people and culture. We drive cross-company alignment and execution, ensuring that we consistently exceed customers’ expectations in every interaction, whether in-product, digital, or human-centered. CE&S is responsible for all up services across the company, including consulting, customer success, and support across Microsoft’s portfolio of solutions and products. Join CE&S and help us accelerate AI transformation for our customers and the world.

Within CE&S, the Customer Service & Support (CSS) organization builds trust and confidence for every person and organization through delivering a seamless support experience. In CSS, we are powered by Microsoft’s AI technology to help consumers, businesses, partners, and more, resolve their issues quickly and securely, helping prevent future problems from occurring and achieving more from their Microsoft investment.

As a Support Engineering Manager, you will lead a team of support engineering roles with deep product knowledge that resolve customer technical issues. You will manage the customer relationship from a support standpoint, enable your team to deliver a great customer experience and drive Microsoft Product Improvement. This opportunity will allow you to accelerate your career growth and hone your customer relationship management skills. You will develop deep technology industry knowledge and become adept at building and leading diverse teams. You will make sure customers stay informed as to the status/solution of their issue and manages customer relationship. Tracks resolution speed and removes roadblocks preventing issues from being resolved. Monitors complex problems based on triggers and collaborates with internal stakeholders to ensure that the right resources are engaged proactively. Collaborates on cross-team and cross-product technical issues by working with resources from other groups as needed to resolve highly complex customer issues. Analyzes group readiness strategy proactively to ensure the team has the correct readiness plan and executes readiness plan for new and existing technologies and feature releases. Ensures that his or her team understands the product feedback cycle and/or proper coding of customer cases for compliance. Identifies resources needed to resolve bugs. Identifies resources needed to implement automatization or tools. Implements processes for responding to and resolving issues. Ensures team member participation in case triage meetings and/or case discussions. Identifies opportunities to engage with high value or area customers to provide solutions proactively.

This role is Microsoft onsite only.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.

Responsibilities

Business Integration:

 Identifies opportunities to engage with high value or area customers to provide solutions proactively.

Product/Process Improvement

 Identifies resources needed to resolve bugs. Drives visibility of the product bug to ensure timely engagement and/or action. Tracks pending cases due to bugs and influences product team to improve resolution and prevent customers from being impacted.
 Ensures that his or her team understands the product feedback cycle and/or proper coding of customer cases for compliance.
 Ensures team member participation in case triage meetings and/or case discussions to share knowledge with other engineers and develop efficient customer solutions by prioritizing issues, identifying resources, reviewing processes, or providing additional customer support.
 Identifies resources needed to implement automatization or tools.
 Implements processes for responding to and resolving issues.

Readiness

 Analyzes group readiness strategy proactively to ensure the team has the correct readiness plan and executes readiness plan for new and existing technologies and feature releases. Provides feedback to global readiness team to ensure they have they appropriate readiness strategy and build material. Creates Microsoft role guides and ensures Technical Support Engineers have attended compliance trainings.

Response And Resolution

 Collaborates on cross-team and cross-product technical issues by working with resources from other groups including support engineering groups, product groups, services team, and account team as needed to resolve complex customer issues.
 Tracks resolution speed and removes roadblocks (e.g., skill gaps, handle difficult customers) preventing issues from being resolved. Acts as a management escalation point in case resolution as necessary. Analyzes the business impact and utilizes this information to involve the right resources proactively.
 Ensures customers stay informed as to the status/solution of their issue and manages customer relationship. Monitors tickets of direct reports and delivery units to ensure resolution. Uses tools and strategy to monitor the performance of a team. Serves as the first line of management escalation.
 Monitors complex problems based on triggers (e.g., age, severity) and collaborates with internal stakeholders to ensure that the right resources are engaged proactively.

Qualifications

 Bachelor's Degree in Computer Science, Information Technology (IT), or related field AND 3+ years of operational excellence, delivery management, account management, sales, or vendor management experience OR 5+ years of operational excellence, delivery management, account management, sales, or vendor management experience.
 1+ year(s) of people management experience.
 Ability to read, write and speak fluent English

Other

Ability to meet Microsoft, customer and / or government security screening requirements are required for this role. These requirements include, but are not limited to the following specialized security screenings: Microsoft Cloud Background Check: This position will be required to pass the Microsoft Cloud Background Check upon hire / transfer and every two years thereafter.

Preferred Qualifications

 Experience working in a customer service environment, retail, sales, etc
 Experience in using innovative technologies such as AI in every day life.
 Experience working in a dynamic team environment.
 Experience with problem solving and providing solutions to customers
 Microsoft Technology Certifications

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations."
91,Tata Cummins,Business / Data Analyst - Business Intelligence,"About the job
Job Description

Create and manage management reporting and funnel dashboards
Undertake data reconciliation, explore data storage across stakeholders and own data

availability

Undertake analysis on various customer cohorts as self initiative and also as per management’s

requirement

Identify customer insights and present it to management
Use predictive modeling to optimize business outcomes."
92,HRM Counsel Private Limited,Data or Business Analyst,"About the job
We are looking to hire a Data or Business Analyst to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.

Responsibilities:
Managing master data, including creation, updates, and deletion.
Managing users and user roles.
Provide quality assurance of imported data, working with quality assurance analysts if necessary.
Commissioning and decommissioning of data sets.
Processing confidential data and information according to guidelines.
Helping develops reports and analyses.
Managing and designing the reporting environment, including data sources, security, and metadata.
Supporting the data warehouse in identifying and revising reporting requirements.
Supporting initiatives for data integrity and normalization.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Generating reports from single or multiple systems.
Troubleshooting the reporting database environment and reports.
Evaluating changes and updates to source production systems.
Training end-users on new reports and dashboards.
Providing technical expertise in data storage structures, data mining, and data cleansing.

Requirements:
Bachelor’s degree from an accredited university or college in computer science.
Work experience as a Data or Business Analyst or in a related field.
Ability to work with stakeholders to assess potential risks.
Ability to analyze existing tools and databases and provide software solution recommendations.
Ability to translate business requirements into nontechnical, lay terms.
High-level experience in methodologies and processes for managing large-scale databases.
Demonstrated experience in handling large data sets and relational databases.
Understanding of addressing and metadata standards.
High-level written and verbal communication skills."
93,Accenture in India,Software Development Engineer,"About the job
Project Role : Software Development Engineer

Project Role Description : Analyze, design, code and test multiple components of application code across one or more clients. Perform maintenance, enhancements and/or development work.

Must have skills : Selenium

Good to have skills : NA

Minimum 3 Year(s) Of Experience Is Required

Educational Qualification : 15 years full time education

Summary: As a Software Development Engineer, you will engage in a dynamic work environment where you will analyze, design, code, and test various components of application code across multiple clients. Your day will involve collaborating with team members to ensure the successful implementation of software solutions, while also performing maintenance and enhancements to existing applications. You will be responsible for delivering high-quality code and contributing to the overall success of the projects you are involved in, ensuring that client requirements are met effectively and efficiently. Roles & Responsibilities: - Expected to perform independently and become an SME. - Required active participation/contribution in team discussions. - Contribute in providing solutions to work related problems. - Collaborate with cross-functional teams to gather requirements and translate them into technical specifications. - Conduct thorough testing and debugging of application components to ensure optimal performance. Professional & Technical Skills: - Must To Have Skills: Proficiency in Selenium. - Strong understanding of software development life cycle methodologies. - Experience with automated testing frameworks and tools. - Familiarity with programming languages such as Java, Python, or C#. - Ability to write clear and concise documentation for code and processes. Additional Information: - The candidate should have minimum 3 years of experience in Selenium. - This position is based at our Gurugram office. - A 15 years full time education is required., 15 years full time education"
94,NeoDocs (YC S21),Data Analyst,"About the job
Location: Powai, Mumbai

Job type: Full time (Onsite)

About NeoDocs:
NeoDocs is building the future of data-driven healthcare by enabling individuals to conduct accurate, lab-grade tests—like hemoglobin, kidney (urine ACR), ovulation, sperm count, and more—directly from their smartphones. We empower proactive health monitoring and wellness with technology that brings diagnostics to every home.

What You’ll Do:
•⁠ ⁠Enable Sales and Marketing teams to make data-driven decisions by providing clear insights and trends.
•⁠ ⁠Drive evidence-based strategy for product adoption, user engagement, and partner growth.
•⁠ ⁠Unlock insights from medical testing, doctor behavior, and pharma company data to support business expansion.
•⁠ ⁠Translate complex datasets into business stories and actionable recommendations that influence decision-making.

Responsibilities:
•⁠ ⁠Clean, organize, and analyze large datasets using Python, SQL, and Excel.
•⁠ ⁠Build dashboards, reports, and visualizations to track key performance metrics.
•⁠ ⁠Conduct exploratory analysis on testing, doctor, and pharma datasets to identify patterns and anomalies.
•⁠ ⁠Prepare periodic reports for Sales, Marketing, and Product teams.
•⁠ ⁠Document findings and ensure data accuracy, consistency, and reliability across projects.
•⁠ ⁠Collaborate with cross-functional stakeholders to define data needs and deliver ad-hoc analysis when required.

Who You Are:
•⁠ ⁠Bachelor’s degree in a quantitative/analytical discipline (Statistics, Engineering, Economics, Computer Science, etc.).
•⁠ ⁠0–2 years of experience in data analysis, business intelligence, or related fields.
•⁠ ⁠Strong understanding of how businesses operate and ability to link data insights to business outcomes.
•⁠ ⁠Proficient in Python, SQL, Excel.
•⁠ ⁠Analytical thinker with curiosity, attention to detail, and problem-solving orientation."
