,Company Name,Job Title,Job Meta Data,Job Details
36,Marvell Technology,Software Applications Engineer (Customer Solution Group),"['Bengaluru, Karnataka, India', ' · ', 'Reposted 2 weeks ago', ' · ', 'Over 100 applicants', 'Promoted by hirer', ' · ', 'No response insights available yet', 'Full-time', '']","About the job
About Marvell

Marvell’s semiconductor solutions are the essential building blocks of the data infrastructure that connects our world. Across enterprise, cloud and AI, automotive, and carrier architectures, our innovative technology is enabling new possibilities.

At Marvell, you can affect the arc of individual lives, lift the trajectory of entire industries, and fuel the transformative potential of tomorrow. For those looking to make their mark on purposeful and enduring innovation, above and beyond fleeting trends, Marvell is a place to thrive, learn, and lead.

Your Team, Your Impact

Marvell innovates in Ethernet switching technology across a broad portfolio of segment-focused product families. Marvell switches power next-generation campus, industrial, 5G, cloud and AI networks.

What You Can Expect

Document SW features for a software development kit.

 Deliver SW releases, sample codes, and patches to customers and involved in the SW integration into their platform.
 Troubleshoot complex software problems (SW API, GUI, SW Tools/Drivers) and recommend corrective action.
 Closely follow and check customer technical issues, provide remote or on-site troubleshooting.
 Support customer lab/field trial, able to understand customer application environment and provide insightful advice on customer products.
 Help/train customer to understand Marvell product architecture and features, promote and demo Marvell products functionalities with Sales and Marketing.
 Work cross functionality with silicon development, system validation, and marketing team to deliver SW solution.
 Develop technical collateral material including application notes, user guide/manual, release notes, white papers and other technical documents.
 Articulate technology and product positioning to both business and technical users.
 Assist sales team through preparation and delivery of technical presentations and statements of work by matching specific client business requirements with effective technical solutions.
 Create relationships with key decision makers and serve as external technical spokesperson.
 Provide customer feedback to executive and development teams to participate in functionality roadmap planning.

What We're Looking For

Bachelor’s degree in Computer Science, Electrical Engineering or related fields and 5-10 years of related professional experience.
Master’s degree and/or PhD in Computer Science, Electrical Engineering or related fields with 3-5 years of experience.
Must possess excellent written and verbal communication skills.  Be able to present and clearly articulate solutions to customers.
Previous experience of working as an Application Engineer or any equivalent Customer interacting role (i.e. ability to handle customers) is a must.
5-10 years of experience in networking, with a focus on AI infrastructure.
5 - 10 years of experience in customer-facing roles, providing technical support and solutions.

Preferred Qualifications

Experience with switch driver development and community software such as SAI/Sonic.
Proficiency in developing and debugging device drivers and silicon.
Understanding of system-level switch and hardware requirements.
Familiarity with networking protocols and VLSI design.
Strong leadership and communication skills, with the ability to inspire and guide teams. Working with internal and external customer teams.
Wide knowledge in code review, debug, and preparing patches.

Additional Compensation And Benefit Elements

With competitive compensation and great benefits, you will enjoy our workstyle within an environment of shared collaboration, transparency, and inclusivity. We’re dedicated to giving our people the tools and resources they need to succeed in doing work that matters, and to grow and develop with us. For additional information on what it’s like to work at Marvell, visit our Careers page.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status."
37,Schaeffler,IT Solutions Eng - DevOps & Software Engineering for Data Spaces,"['Pune, Maharashtra, India', ' · ', 'Reposted 6 days ago', ' · ', '40 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'Full-time']","About the job
Schaeffler is a dynamic global technology company and its success has been a result of its entrepreneurial spirit and long history of private ownership. Does that sound interesting to you? As a partner to all of the major automobile manufacturers, as well as key players in the aerospace and industrial sectors, we offer you many development opportunities.

Your Key Responsibilities

Analyze IT solution requirements, including business needs, IT demands, and user experience (UX) considerations, translate them into detailed software and integration specification and design followed by its implemented and operations.
Discuss requirements (business, IT, NFRs, UX, etc.) with specialized IT roles to detail the technical software, integration design and specification.
Liaise with development teams to track and document the progress of IT solution implementations, ensuring alignment with overall architecture.
Configure and modify IT applications, ensuring they meet specified requirements and function optimally on designated platforms.
Document changes, decisions, and technical specifications, and ensure thorough testing and business approval before deploying solutions into production.
Cooperate with vendors and external service providers to validate changes and ensure performance according to agreed KPIs.

Your Qualifications

Graduate Degree in Computer Science, Mathematics, Statistics and Modeling, Software Engineering
5 to 10 years

As a global company with employees around the world, it is important to us that we treat each other with respect and value all ideas and perspectives. By appreciating our differences, we inspire creativity and drive innovation. In this way, we contribute to sustainable value creation for our stakeholders and society as a whole. Together, we advance how the world moves.

Exciting assignments and outstanding development opportunities await you because we impact the future with innovation. We look forward to your application.

www.schaeffler.com/careers

Your Contact

Schaeffler Technology Solutions India Pvt. Ltd.

Kalyani More

For technical questions, please contact this email address: technical-recruiting-support-AP@schaeffler.com 

Keywords: Experienced; Engineer; Full-Time; Unlimited; Digitalization & Information Technology;"
38,Oracle,Software Development Support Manager,"['Bengaluru, Karnataka, India', ' · ', 'Reposted 2 days ago', ' · ', '38 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'On-site', 'Full-time']","About the job
Job Description

Fusion Data Intelligence Content Development aims to enable customers to fully leverage their data by offering top-tier out-of-the-box content as well as a very flexible customization framework. Within this organization, our team includes experts committed to improving the quality and supportability of Fusion Data Intelligence.

You will manage a team to analyze and mitigate incidents raised to the development team. We also take a step back to see the overall picture, and propose enhancements to the product in order to

 Reduce the number of incidents 
 Reduce the time to resolution 
 Improve Oracle Support capabilities to find solutions by themselves 
 Improve customers capabilities to avoid the issue or find solutions themselves 


We also create internal tools to simplify troubleshooting and sometimes POCs to prove the validity of our enhancement propositions.

The candidate will collaborate with multiple Oracle development teams as well as Oracle Support.

Job Code: M2

Responsibilities

Responsibilities:

 Manage a small team 
 Understand customer requirements and propose potential solutions. 
 Analyze incidents and propose product enhancements. 
 Design and implement internal tools to simplify troubleshooting 
 Collaborate with teams in multiple time zones. 


Primary Skills:

 Experience in leadership, taking initiatives and guiding others. 
 Must possess over 7 years of experience. 
 Strong knowledge of full-stack development using Java/J2EE concepts 
 Programming skills – Good knowledge of Java, JavaScript frameworks, SQL, Spring boot, web applications, and object-oriented programming is a must. 
 Ability to step back, see the overall picture, and draw a path to achieve a long-term goal. 


Desirable Skills:

 Ability to write and communicate clearly and effectively. 
 Experience in building cloud solutions 
 Experience with Oracle Analytics. 


Qualifications

Career Level - M2

About Us

As a world leader in cloud solutions, Oracle uses tomorrow’s technology to tackle today’s challenges. We’ve partnered with industry-leaders in almost every sector—and continue to thrive after 40+ years of change by operating with integrity.

We know that true innovation starts when everyone is empowered to contribute. That’s why we’re committed to growing an inclusive workforce that promotes opportunities for all.

Oracle careers open the door to global opportunities where work-life balance flourishes. We offer competitive benefits based on parity and consistency and support our people with flexible medical, life insurance, and retirement options. We also encourage employees to give back to their communities through our volunteer programs.

We’re committed to including people with disabilities at all stages of the employment process. If you require accessibility assistance or accommodation for a disability at any point, let us know by emailing accommodation-request_mb@oracle.com or by calling +1 888 404 2494 in the United States.

Oracle is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law."
39,Fictiv,Technical Architect,"['Pune/Pimpri-Chinchwad Area', ' · ', 'Reposted 1 week ago', ' · ', '79 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'On-site', 'Full-time']","About the job
Fictiv Exists to Enable Hardware Innovators to Build Better Products, Faster

Fictiv, coined the “AWS of manufacturing,” is a leading technology company transforming the $350 billion manufacturing industry. Our cutting-edge cloud platform uses AI and machine learning algorithms to help companies build hardware at the speed of software. Come join our growing team!

What’s in it for you?

Opportunity To Unlock Your Creativity

Think of all the times you were held back from trying new ideas because you were boxed in by bureaucratic legacy processes or old school tactics. Having a growth mindset is deeply ingrained into our company culture since day 1 so Fictiv is an environment where you have the creative liberty and support of the team to try big bold ideas to achieve our sales and customer goals.

Opportunity To Grow Your Career

At Fictiv, you'll be surrounded by supportive teammates who will push you to be your best through their curiosity and passion.

Impact In This Role

As a Full-Stack Technical Architect, you will leverage your JavaScript and Node.js expertise to play a pivotal role in shaping the technical direction of our systems and infrastructure. Your leadership will help guide architectural decisions, promote best practices, and ensure technical excellence across both front-end and back-end development.

Inspiring Customers- Our customers innovate in fields ranging from autonomous vehicles to breakthrough healthcare solutions. Their vision drives us to develop faster, build higher-quality products, and revolutionize the manufacturing process.

Transform an Industry- We are committed to reshaping the future of manufacturing. As part of a mission-driven team, you’ll help bring about real change in this industry through your technical expertise.

You will report to the Director of Engineering.

What You’ll Be Doing

Define and execute a long-term technical architecture roadmap that encompasses both front-end and back-end technologies.
Collaborate with cross-functional teams (engineering, product, design) to ensure seamless integration of front-end and back-end components.
Identify architectural bottlenecks and design innovative full-stack solutions, including GraphQL and React implementations, to enable scalability and future growth.
Establish and enforce technical guidelines to enhance security, performance, and scalability across the full stack.
Mentor and guide engineers across teams on modern design patterns, test practices, and coding standards for both front-end and back-end systems, with a focus on GraphQL, REST APIs and React.
Propose optimal architectural solutions that align with business objectives and meet cost, quality, and schedule constraints.
Hands-on development, debugging, and review of critical projects, particularly those involving GraphQL/REST APIs, React and Node JS.
Technically Driving multiple projects 

Desired Traits

15 to 20 years of experience designing, building, and maintaining large-scale web applications and services, with expertise across the full technology stack.
Expertise in TypeScript/JavaScript and Node.js with proficiency in multiple programming languages preferred
In-depth knowledge of front-end frameworks (e.g., React, Angular) and back-end technologies ( Node.js and Python).
Strong experience in REST APIs and GraphQL, domain and schema modeling, object-oriented design principles, and full-stack architecture.
Expertise in building event-driven architectures and services in the cloud (AWS preferred).
Skilled in designing secure, scalable, and extensible APIs, including complex GraphQL schemas, and front-end interfaces.
Proficiency with relational databases with PostgreSQL expertise preferred, focusing on schema and index design and query optimisation
Strong understanding of security best practices, including OWASP Top 10 risks.
Proven leadership experience, mentoring software engineers, and managing complex development projects across the full stack.
AWS certification.

Perks And Benefits

Competitive medical and term insurance benefit
Health and Wellness program benefit
Personal Accident policy benefit
Paid leaves
And much, much more!

Interested in learning more? We look forward to hearing from you soon.

About Fictiv

Our Digital Manufacturing Ecosystem is transforming how the next rockets, self-driving cars, and life-saving robots are designed, developed and delivered to customers around the world.

This transformation is made possible through our technology-backed platform, our global network of manufacturing partners, and our people with deep expertise in hardware and software development.

We’re actively seeking potential teammates who can bring diverse perspectives and experience to our culture and company. We believe inclusion is the best way to create a strong, empathetic team. Our belief is that the best team is born from an environment that emphasizes respect, honesty, collaboration, and growth.

We encourage applications from members of underrepresented groups, including but not limited to women, members of the LGBTQ community, people of color, people with disabilities, and veterans."
40,Cisco,"Software Engineering Technical Leader - C programming, OS, Linux Kernel and System Programming: 12+ Years","['Bengaluru, Karnataka, India', ' · ', 'Reposted 1 week ago', ' · ', 'Over 100 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'Full-time']","About the job
Meet the Team 

At DSE XR - India, We have Development work for the Next Generation XR based Packet over Optical routers. We are looking for candidates with Design and development knowledge of networking protocols in C under multi-process Operating systems like Linux. Work involves the development of different tasks in the complete product development under the Agile Methodology

 Your impact 

The MIG Routing XR PI team has the charter for all Platform Independent software development across Switching (for all service providers), wireless, network services, routing, optical software, and routing and cable access. This includes all the Operating Systems and network services for IOS-XR in Service Provider market segments. SPNSA is crafting outstanding customer value by providing cohesive and innovative software, platforms, and solutions for Cisco's core networking customers.

Who You Are

 You've got Expert knowledge and hands-on experience with C programming, OS, Kernel and System Programming /Python/Networking technologies/TCP/IP/Layer2/3 protocols. 
 Network and multithread programming 
 Experience with Linux, Kernel Programming, and open-source technologies is a plus/highly desirable 
 Strong in Python/Perl scripting 
 Prior exposure to virtualization technologies and hypervisors (KVM, Xen, VMWare) is a plus. 
 Excellent hands-on working experience in L2/L3 and L4 Protocols 
 able to work independently 
 should be a good team player and able to mentor engineers 

Required Qualification

 Expert knowledge and hands-on experience with C 
 Hands on experience of OS Concepts, BIOS, and Hardware Programming 
 Experience with Network & multithread programming 
 Exposure with Linux, Kernel Programming, and open source technologies is a plus/highly desirable 
 Strong in Python/Perl scripting 
 Prior exposure to virtualization technologies and hypervisors (KVM, Xen, VMWare) is a plus. 
 Excellent hands-on working experience in L2/L3 and L4 Protocols 
 Able to work independently should be a good standout colleague and able to mentor engineers. 

 #WeAreCisco 

#WeAreCisco where every individual brings their outstanding skills and perspectives together to pursue our purpose of powering an inclusive environment.

Our passion is connection—we celebrate our employees’ diverse set of backgrounds and focus on unlocking potential. Cisconians often experience one company, many careers where learning and development are encouraged and supported at every stage. Our technology, tools, and culture groundbreaker hybrid work trends, allowing all to not only give their best, but be their best.

We understand our outstanding opportunity to bring communities together and at the heart of that is our people. One-third of Cisconians collaborate in our 30 employee resource organizations, called Inclusive Communities, to connect, foster belonging, learn to be advised allies, and make a difference. Dedicated paid time off to volunteer—80 hours each year—allows us to give back to causes we are passionate about, and nearly 86% do!

Our purpose, driven by our people, is what makes us the worldwide leader in technology that powers the internet. Helping our customers reinvent their applications, secure their enterprise, transform their infrastructure, and meet their sustainability goals is what we do best. We ensure that every step we take is a step towards a more inclusive future for all. Take your next step and be you, with us!"
41,Accelya,Specialist- Software Development- DXC,"['Pune/Pimpri-Chinchwad Area', ' · ', 'Reposted 2 weeks ago', ' · ', 'Over 100 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'On-site', 'Full-time']","About the job
For more than 40 years, Accelya has been the industry’s partner for change, simplifying airline financial and commercial processes and empowering the air transport community to take better control of the future. Whether partnering with IATA on industry-wide initiatives or enabling digital transformation to simplify airline processes, Accelya drives the airline industry forward and proudly puts control back in the hands of airlines so they can move further, faster.

Role purpose

As a Specialist - Software Development, you will act as a matter expert with a pro-active mindset within the development team. You will develop corrective solutions to troubleshooting and focus on best practice to deliver the best product design and functionalities.

Duties And Responsibilities

Be part of a development team to implement technical standards and global organization solutions
Maintain and improve the functionalities of current software products
Develop new software components
Assure the quality, readability, robustness, security and long-life of the software
Take part in the design of the software architecture in new software projects
Participate in redesigning the system and preparing technical documentation will be required
Follow-up of the organization technical standards

Knowledge, Experience & Skills

Strong hands-on exposure to technological stack
Strong development skills, understanding of new concepts
Good organizational skills, ability to prioritize tasks
Able to work in teams and across various teams
Strong written and verbal communication skills
Degree in Software Engineering

What does the future of the air transport industry look like to you? Whether you’re an industry veteran or someone with experience from other industries, we want to make your ambitions a reality!"
42,IG Group,Software Engineering,"['Bengaluru, Karnataka, India', ' · ', '5 days ago', ' · ', 'Over 100 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'Hybrid', 'Full-time']","About the job
Job Title

Software Engineering

Job Description

So, who are we? (DO NOT CHANGE)

Hello, we're IG Group. We are a publicly-traded FTSE250 FinTech company who run mobile, web and desktop platforms that help our clients trade stocks & shares, leveraged products, Futures & Options and Crypto.

We are ambitious. Over 340,000 people already use our platforms. We're global with offices in 18 countries and products in 16 regions. We're hungry to move faster, ship better product for our customers and grow our user base. We believe in high autonomy, and we want people who are looking to do things differently in order to create better experiences for our customers.

We work in cross-functional teams and are laser focused on increasing the number of active clients we serve to drive sustainable growth.

Your team

Purpose: Provide a high-level description of the team. No more than 2-3 lines. This is an example below

This role is part of our KYC (Know Your Customer) team -- they are responsible for understanding more about people who want to trade on our platform using digital services like identity verification.

Your role in the Team's Success

Purpose: Highlight the key responsibilities of the role, its impact on the team, and the broader organisation. No more than 5-6 lines. This is an example below

Your primary responsibility will be to evaluate and manage complex corporate and institution accounts while ensuring compliance with internal policies and external regulations.

By identifying risks and supporting their resolution you will help maintain operational excellence and foster strong relationships across departments, including sales and compliance teams. Your role is integral to driving high standards in process efficiency, accuracy, and regulatory alignment.

What You'll Do

Purpose: Outline specific responsibilities and expectations for the role to give candidate a clear idea of tasks. No more than 5-6 bullet points. This is an example below

Leverage your expertise to identify exceptions in all types of retail and institutional account opening processes.
Act as a primary point of contact for any inquiries from different stakeholders, providing clear guidance on KYC processes and facilitating smooth onboarding. - Train and mentor new joiners, supporting their understanding of KYC processes and ensuring a smooth learning curve.
Stay up to date with the latest regulatory, policy and procedural requirements, proactively identify risks and issues, and provide regular updates to management. -- Consistently meet targets, KPIs, SLAs, productivity and quality standards.
Work closely with internal/external audit teams when necessary.
Conduct daily checks, provide actionable feedback, and collaborate with the wider team to achieve desired project results.

What You'll Need For This Role

Purpose: List key qualifications, experience, and technical skills required for the success of the role. No more than 5-6 bullet points. This is an example below

Key Qualification Requirements

Curious about our product and the technology, caring about our clients and their user experience and unafraid of the complexity that comes with regulatory risk.
Minimum 1 year of hands-on experience in AML/KYC activities within the financial services industry, with comprehensive knowledge of the end-to-end KYC and client onboarding processes for various entity types.
Strong risk awareness (incl. Operational, Compliance, Business and Reputational) with the capability to pragmatically mitigate and respond to the risks.
Excellent written and verbal communication skills with great attention to detail.
Track record of driving process improvement and operational efficiency.

How We Work (DO NOT CHANGE)

We try to take a thoughtful approach to our ways of working as a company. We follow a hybrid working model with 3 days in the office -- which we think balances the need to collaborate effectively and connect with each other. When it comes to how we deliver, there are 5 things we want everyone to do to drive high performance, better learning and career satisfaction:

Lead and Inspire: Drives trust, alignment, and enthusiasm
Think Big: Focus on the problems that most impact commercial outcomes
Champion the client: Understand and prioritise client's needs
Deliver at pace: Push for fast, sustainable growth;
Raise the bar: Take ownership, be accountable and share feedback

We believe that diversity is vital to success, it fuels creativity, drives innovation and sets us up for global success. We're committed to building teams with a variety of perspectives and skills to help us realise our vision and strategy, that's why we encourage applications from people with diverse backgrounds and experiences to join us on this journey. Learn more about our D&I approach here.

The Perks (DO NOT CHANGE)

Your growth fuels our success! Thrive with tailored development programs, mentoring opportunities with leaders, and clear career progression. Expand your network through committees, sports and social clubs. Enjoy extra time off for volunteering and community work.

Learn more about the Perks here!

Join us for this exciting journey. Apply now!

Number of openings

0"
43,eBay,Software Engineering Architect T28,"['Bengaluru, Karnataka, India', ' · ', 'Reposted 3 days ago', ' · ', 'Over 100 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'Hybrid', 'Full-time']","About the job
At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts.

Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the future of our customers, our company, and our planet.

Join a team of passionate thinkers, innovators, and dreamers — and help us connect people and build communities to create economic opportunity for all.

Do you love Big Data? Deploying Machine Learning models? Challenging optimization problems? Knowledgeable, collaborative co-workers? Come work at eBay and help us redefine global, online commerce!

Who Are We?

The Product Knowledge team is at the epicenter of eBay’s Tech-driven, Customer-centric overhaul. Our team is entrusted with creating and using eBay’s Product Knowledge - a vast Big Data system which is built up of listings, transactions, products, knowledge graphs, and more. Our team has a mix of highly proficient people from multiple fields such as Machine Learning, Data Science, Software Engineering, Operations, and Big Data Analytics. We have a strong culture of collaboration, and plenty of opportunity to learn, make an impact, and grow!

What Will You Do

We Are Looking For Exceptional Engineering Tech Leaders And Architects, Who Take Pride In Creating Simple Solutions To Apparently-complex Problems. Our Engineering Tasks Typically Involve At Least One Of The Following

Architect scalable data pipelines processing billions of items, integrating ML models. 
Design low-latency search/IR services on datasets of hundreds of millions of items. 
Craft API designs and drive integration between data layers and customer-facing applications. 
Design and run A/B tests in production to measure new functionality impact.


If you love a good challenge, and are good at handling complexity - we’d love to hear from you!

population, and takes every opportunity to make this clearly apparent

Job Responsibilities

Architect and drive strategic evolution of data pipelines, ML frameworks, and service infrastructure.
Define and lead performance optimization strategies for critical systems.
Collaborate on project scope and define long-term architectural vision.
Develop and champion technical strategies aligned with business objectives.
Lead cross-functional architectural initiatives, ensuring coherent solutions.
Establish and champion organization-wide knowledge sharing and best practices.


Minimum Qualifications

Passion and commitment for technical excellence 
B.Sc. or M.Sc. in Computer Science or an equivalent professional experience
 8+ years of software design, architecture, and development experience, tackling complex problems in backend services and / or data pipelines
Solid foundation in Data Structures, Algorithms, Object-Oriented Programming, and Software Design 
Architectural expertise in production-grade systems using Java, Python/Scala.
Strategic design and operational leadership of large-scale Big Data processing pipelines (Hadoop, Spark).
Proven ability to resolve complex architectural challenges in production software systems.
Executive-level communication and collaboration skills for influencing technical direction.


Please see the Talent Privacy Notice for information regarding how eBay handles your personal data collected when you use the eBay Careers website or apply for a job with eBay.

eBay is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, national origin, sex, sexual orientation, gender identity, veteran status, and disability, or other legally protected status. If you have a need that requires accommodation, please contact us at talent@ebay.com. We will make every effort to respond to your request for accommodation as soon as possible. View our accessibility statement to learn more about eBay's commitment to ensuring digital accessibility for people with disabilities.

The eBay Jobs website uses cookies to enhance your experience. By continuing to browse the site, you agree to our use of cookies. Visit our Privacy Center for more information."
44,NVIDIA,"System Software Engineer, GPU Tools Development","['Bengaluru, Karnataka, India', ' · ', 'Reposted 3 weeks ago', ' · ', 'Over 100 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'Hybrid', 'Full-time']","About the job
NVIDIA has continuously reinvented itself. Our invention of the GPU sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. Today, research in artificial intelligence is booming worldwide, which calls for highly scalable and massively parallel computation horsepower that NVIDIA GPUs excel. NVIDIA is a “learning machine” that constantly evolves by adapting to new opportunities that are hard to solve, that only we can address, and that matter to the world. This is our life’s work , to amplify human creativity and intelligence. As an NVIDIAN, you’ll be immersed in a diverse, supportive environment where everyone is inspired to do their best work. Come join our diverse team and see how you can make a lasting impact on the world!

On this team, you will use your passion for software engineering to design, implement, and debug the next generation of our GPU, SOC, and system simulation environments. This position involves crafting the core verification infrastructure in the development of a full-system platform for discrete graphics and computing chips. This object-oriented C++ and System-C simulation infrastructure allows us to efficiently model and verify the world's largest chips using a sophisticated distributed- computing-based execution and triage environment. Come to NVIDIA and join our diverse, international, and fast-paced team to produce next-generation products following the highest production-quality standards.

What You Will Be Doing

In this position, you will develop the environments to model and simulate next-generation GPU and SoC systems, and add features long before they are built into a product or implemented in driver software. You will also support the architecture and engineering teams that use this environment. Bring your love for solving meaningful problems, as every day will be different!
You will work alongside colleagues from architecture, hardware, and software to unlock the functionality and performance of next-generation NVIDIA chips.
Our team participates in the entire chip development and release lifecycle, starting from the architectural specification through to verification, and finally to production

What We Need To See

 Bachelors or Masters in computer science/computer engineering or equivalent experience 
4 or more years of professional object-oriented C++ programming and System-C simulation/modeling experience
Experience with Transaction Level Modeling a plus
Background with Verilog, System Verilog, or other forms of RTL simulation is a plus
Experience in software development lifecycle on Linux-based platforms preferred
Understanding of computer and memory system architecture
Excellent communication skills. We work with colleagues from around the world every day

NVIDIA offers highly competitive salaries and a comprehensive benefits package. We have some of the most talented and hard-working people in the world working for us and, due to unprecedented growth, our extraordinary engineering teams are growing fast. If you're a creative and autonomous engineer with a real passion for technology, we want to hear from you.

JR1992350"
45,HSBC,Consultant Specialist,"['Pune, Maharashtra, India', ' · ', ' · ', '23 people clicked apply', 'Promoted by hirer', ' · ', 'Responses managed off LinkedIn', 'On-site', 'Full-time']","About the job
Job Description

Some careers shine brighter than others.

If you’re looking for a career that will help you stand out, join HSBC and fulfil your potential. Whether you want a career that could take you to the top, or simply take you in an exciting new direction, HSBC offers opportunities, support and rewards that will take you further.

HSBC is one of the largest banking and financial services organisations in the world, with operations in 64 countries and territories. We aim to be where the growth is, enabling businesses to thrive and economies to prosper, and, ultimately, helping people to fulfil their hopes and realise their ambitions.

We are currently seeking an experienced professional to join our team in the role of Consultant Specialist.

In this role, you will:

End-to-end Appian (BPM, Workflow) application development (like design, build, test & deploy)
Collaborate with architects, developers, project managers to deliver suitable solution which can cope with the business need.
Research and evaluate products in support of the technical strategy. Study, design and implement new infrastructure technology according to the standard and governance. Help to develop the technical competence of other teammates in new technology.
Ensure a high-quality standard of deliverables according to HSBC standards and best practices
Prepare project-related documentation and provide support on compliance and audit checking
Project relevant documentation, ensure compliance and audit policies are strictly followed.
Provide professional consultancy and support in response to the queries from developers and business on security access
Work closely with global and regional stakeholders and global development team on mandatory / regulatory / development projects.
Ensure systems complying with group infrastructure and security policies and standards.

Requirements

To be successful in this role, you should meet the following requirements:

Experience working on different Java platforms, if no Appian experience.
Experience in database queries building, optimization, designing database solutions
Familiarity with the Business Process Management Systems or eagerness and Ability to self-learn BPM tools like APPIAN.
Experience on Oracle SQL, PostGRES, MARIA Db,SAIL, Appian Development, SQL, Mule API
Experience in Manual and Automation Testing.
Ready to support the applications from a platform and application level.
Strong stakeholder management skills.
Experience of working in a multi-cultural environment – demonstrable ability to adapt to different cultures.
Experience of DevOps methodology preferable.
Experience in designing and developing integrations with 3rd party system
Good knowledge of Agile Scrum and knowledge of tools like JIRA
Strong English Communication and analytical skills are a must for working in a complex global team environment.
Strong team player who also has the ability to work under pressure, independently and proactively while balancing competing priorities to achieve results on complex new development and integrations.
The candidate should have both a high attention to detail and be able to articulate designs and implementation aspects in a concise manner.
Bachelor of Engineering Degree.
APPIAN L1 and/or L2 Certification is added advantage.

You’ll achieve more when you join HSBC.

www.hsbc.com/careers

HSBC is committed to building a culture where all employees are valued, respected and opinions count. We take pride in providing a workplace that fosters continuous professional development, flexible working and opportunities to grow within an inclusive and diverse environment. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website.

Issued by – HSDI"
